u_id,user,gpu_num,cpu_num,node_num,interval,run_time,wall_time,new_status
11279,119,100,0,100,3,38,162000,Killed
11280,119,100,0,100,1,35,162000,Killed
11281,119,100,0,100,1,38,162000,Killed
11282,119,100,0,100,1,34,162000,Killed
11283,119,100,0,100,1,36,162000,Killed
11284,119,100,0,100,2,37,162000,Killed
11285,119,100,0,100,1,38,162000,Killed
11286,119,100,0,100,1,36,162000,Killed
11287,119,100,0,100,1,38,162000,Killed
11288,119,100,0,100,2,39,162000,Killed
11289,119,100,0,100,1,30,162000,Killed
11290,119,100,0,100,1,33,162000,Killed
11291,119,100,0,100,1,32,162000,Killed
11292,119,100,0,100,1,40,162000,Killed
11293,119,100,0,100,2,37,162000,Killed
11294,119,100,0,100,1,37,162000,Killed
11295,119,100,0,100,1,34,162000,Killed
11296,119,100,0,100,1,33,162000,Killed
11297,119,100,0,100,2,37,162000,Killed
11298,119,100,0,100,1,38,162000,Killed
11299,119,100,0,100,1,46,162000,Killed
11300,119,100,0,100,2,41,162000,Killed
11301,119,100,0,100,1,38,162000,Killed
11302,119,100,0,100,1,40,162000,Killed
11303,119,100,0,100,1,37,162000,Killed
11304,119,100,0,100,1,35,162000,Killed
11305,119,100,0,100,1,41,162000,Killed
11306,119,100,0,100,2,44,162000,Killed
11307,119,100,0,100,1,34,162000,Killed
11308,119,100,0,100,1,36,162000,Killed
11309,119,100,0,100,1,36,162000,Killed
11310,119,100,0,100,1,46,162000,Killed
11311,119,100,0,100,2,42,162000,Killed
11312,119,100,0,100,1,40,162000,Killed
11313,119,100,0,100,1,35,162000,Killed
11314,119,100,0,100,1,41,162000,Killed
11315,119,100,0,100,1,38,162000,Killed
11316,119,100,0,100,2,37,162000,Killed
11317,119,100,0,100,1,37,162000,Killed
11318,119,100,0,100,1,38,162000,Killed
11319,119,100,0,100,44,230,162000,Killed
11320,119,100,0,100,1,66,162000,Killed
11321,119,100,0,100,1,69,162000,Killed
11322,119,100,0,100,1,75,162000,Killed
11323,119,100,0,100,2,71,162000,Killed
11324,119,100,0,100,1,67,162000,Killed
11325,119,100,0,100,1,71,162000,Killed
11326,119,100,0,100,1,78,162000,Killed
11327,119,100,0,100,2,71,162000,Killed
11328,119,100,0,100,1,66,162000,Killed
11329,119,100,0,100,1,69,162000,Killed
11330,119,100,0,100,4,39,162000,Killed
11331,119,100,0,100,1,33,162000,Killed
11332,119,100,0,100,1,56,162000,Killed
11333,119,100,0,100,2,57,162000,Killed
11334,119,100,0,100,1,30,162000,Killed
11335,119,100,0,100,1,59,162000,Killed
11336,119,100,0,100,1,32,162000,Killed
11337,119,100,0,100,2,36,162000,Killed
11338,119,100,0,100,1,31,162000,Killed
11339,119,100,0,100,1,31,162000,Killed
11340,119,100,0,100,1,60,162000,Killed
11341,119,100,0,100,8,223,162000,Killed
11342,119,100,0,100,1,59,162000,Killed
11343,119,100,0,100,1,55,162000,Killed
11344,119,100,0,100,1,53,162000,Killed
11345,119,100,0,100,1,55,162000,Killed
11346,119,100,0,100,2,56,162000,Killed
11347,119,100,0,100,1,53,162000,Killed
